,text,sentiment
13495,jjday god wish nerdist moderating debates could yell points say something ridiculous gop,0
13496,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,1
13497,jaret bet george w drink jeb table like embarrassingly gopdebates,0
13498,rwsurfergirl fox news admit republican leader right mean realdonaldtrump double digit lead gopd,0
13499,dayum carson kicked question throat gopdebates,1
13500,rwsurfergirl debates raise realdonaldtrump ratings fox news afraid trump shows gopdebate gopdeb,0
13501,carson says epitome secular progressive movement like negative also front runner trashes rosie donnell gopdebates,0
13502,really like ben carson far classy amp like answers gopdebates,1
13503,black man wants destroy country said like current black prez gopdebates,0
13504,america miracle country gopdebates,1
13506,vanesa carson boss right bye hillary gopdebates,1
13507,alinsky model takingadvantage useful idiots gopdebates bencarson,0
13509,love bencarson clearly full shit thinks one figured really cocky gopdebates,0
13510,gopdebates carson nailed,1
13511,right less scared requirements candidate scared requirements neurosurgeon gopdebates,0
13513,carson another looks presidential gopdebates,1
13514,supermanhotmale go back canada asshole gopdebates http co rugcy jvzq,0
13515,anyone mentioned reagan yet kind gopdebates,0
13517,enzowestie remember kids jebbush smart brother gopdebates,0
13518,fox news admit republican leader right mean realdonaldtrump double digit lead gopdebate gopdebates,0
13519,dudes believe american dream elected living american dream share w gopdebates,1
13520,drbencarson said doubts hillaryclinton nominee hope right gopdebates,1
13521,dear dr ben carson sir need labotomy gopdebates,0
13522,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13523,neurosurgeon stupid gopdebates,0
13524,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13525,rather talk hillaryclinton debate issues somewhere hillary laughing gopdebates,0
13526,gopdebates people realize politicians suck ass dems included,0
13527,liberating hit clear twitter alerts sorry guys shit makes mental gopdebates yesallpoliticians,0
13528,johnschambers trump gopdebates finally someone saying screw political correctness sick looking new leadershi,1
13529,wow want feel especially bad gopdebates listen local radio dj breaking empty headed comments ugh,0
13530,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13531,jbouie getting started gopdebates,0
13532,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13533,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13534,guys hillary clinton cackle gopdebates,0
13535,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13537,talking republican party silly bencarson gopdebates debatewithbernie,0
13538,annemarieweers poetinpoeville know aprx laws governing women bodies one governing men true,0
13539,believe miracles kasich came win gopdebates,1
13540,carson boss right bye hillary gopdebates,1
13541,rwsurfergirl govchristie got ass served randpaul gopdebates gopdebates,0
13542,rwsurfergirl trump got right nobody would talk immigration untill brought gopdebate gopdebates,1
13543,ben carson bright room gopdebates,1
13544,kasich killing easily crossover candidate grabbing center gopdebates,1
13545,jrenee go go white guys black guy hispanic guy spare one white guys woman gopdeba,0
13546,jesslstoner kasich dad mailman hates unions protected letter carriers decades gopdebates,0
13547,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13548,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13549,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13550,dr carson still neat gopdebates,1
13551,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13554,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13555,ericstonestreet trump cam hands gopdebates,0
13556,popehat gopdebates christie putting america risk fourth amendment talk,0
13557,rather go swim pool kids watch gopdebates get analysis tytnetwork amp majorityfm tomorrow,0
13558,danieltutt dr carson got doctorate old testament taxation tithing tax reform really really gopdebates,0
13559,avidheather walker paul huckabee meet putin command armies shit pants president material,0
13560,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13561,teapainusa ted cruz speaking america parents tryin convince year olds vampires real g,0
13562,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13563,thanks eat donald trump got pepperoni roll amp root beer tip yay gopdebates eat,1
13566,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13567,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13568,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13569,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13570,monaeltahawy tell one good thing gopdebates candidates tripping outdo sexism,0
13573,monaeltahawy whererwomen cairo often rail vs misogyny politics men men men gopdebates http c,0
13574,trump th marriage married love life gopdebates https co rh enzhlv,0
13576,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13577,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13578,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13579,democracymatrz trump admit buying influence time declaring need campaign finance reform gopd,0
13582,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13583,asimhaneef hear right donaldtrump pay people attend family wedding gopdebates,0
13584,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13585,monaeltahawy tell one good thing gopdebates candidates tripping outdo sexism,0
13586,kasich dad mailman hates unions protected letter carriers decades gopdebates,0
13587,supermanhotmale translation jeb bush fucked florida schools badly still recovered truth live,0
13588,donald trump orchestra gopdebates,0
13589,cheeriogrrrl men stage think capable making decisions women health care believe sci,0
13590,chrischristie tried make like using warrants standwithrand randpaul gopdebates,0
13591,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13593,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13594,gopdebates foxnews talk common core becz none teachers everyone thinks teacher since went school,0
13595,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13597,tmservo prediction donald trump goes post debate polls looks crazier anyone else entertaining,1
13598,take anything rand paul says seriously power perm bigperm gopdebates gopdrinkinggame,0
13599,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13600,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13602,trump gopdebates finally someone saying screw political correctness sick looking new leadership trump,1
13605,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13606,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13607,cloudypianos waiting accidentally eat gopdebates,0
13609,ericstonestreet trump cam hands gopdebates,0
13610,whererwomen cairo often rail vs misogyny politics men men men gopdebates http co pjpkhgmdyo,0
13611,asimhaneef hear right donaldtrump pay people attend family wedding gopdebates,0
13612,istateyourname anyone watching debate jeb lt serious question jeb supporters like unicorns never seen,0
13613,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13614,rwsurfergirl rubio bush threat country gopdebate gopdebates,0
13615,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,0
13616,democracymatrz trump admit buying influence time declaring need campaign finance reform gopd,0
13617,monaeltahawy tell one good thing gopdebates candidates tripping outdo sexism,0
13618,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13619,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13620,supermanhotmale bushs fuck jeb gopdebates,0
13621,sure hillary getting nod gopdebates,0
13622,monaeltahawy tell one good thing gopdebates candidates tripping outdo sexism,0
13623,one mentioned oompa loompa moderator gopdebates youareorange thiswholethingisridiculous,0
13625,rwsurfergirl wondering fox debate get rid trump paul cruz carson gopdebates gopdebate,0
13627,supermanhotmale one crash economy way want thanks gopdebates jeb,0
13628,markdavis man sorry nothing w politics jebbush totally mediocre gopdebates,0
13630,popehat gopdebates kelly really want get question facebook yes problem,0
13631,gopdebates proved women us likely assaulted men verbally amp physically kind terrorist attack,0
13632,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13633,democrats loving gopdebates right,1
13634,supermanhotmale go back canada asshole gopdebates http co rugcy jvzq,0
13635,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13636,know hillary clinton come making ads sample gopdebates,0
13637,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13638,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13639,avidheather walker paul huckabee meet putin command armies shit pants president material,0
13641,democracymatrz trump admit buying influence time declaring need campaign finance reform gopd,0
13642,hope people reality tv exposed love paul christi raised voices gopdebates,0
13643,supermanhotmale bushs fuck jeb gopdebates,0
13644,rwsurfergirl fox cherry picking candidates jeb gets softball questions gopdebates gopdebates,0
13645,feel bad rand paul lost cool opening question recovered foxnews gopdebates,0
13646,high school crush commented facebook status gopdebates pretty sure night says yo self,1
13647,rwsurfergirl think cruz trump need band together expose set job get rid bush rubio gopdebate g,1
13648,making hot please take away birth control baby gopdebates,0
13649,supermanhotmale translation jeb bush fucked florida schools badly still recovered truth live,0
